Gene name	Gene stable ID
	ENSDARG00000092711
	ENSDARG00000077589
	ENSDARG00000060953
	ENSDARG00000078557
slco2b1	ENSDARG00000054609
	ENSDARG00000103955
otud4	ENSDARG00000077810
tgm2l	ENSDARG00000093381
mxra8b	ENSDARG00000062129
	ENSDARG00000097051
slc2a2	ENSDARG00000056196
	ENSDARG00000094247
fbln5	ENSDARG00000039273
ngs	ENSDARG00000054321
zgc:174288	ENSDARG00000088820
naa15a	ENSDARG00000003213
	ENSDARG00000098536
	ENSDARG00000098768
rasl11b	ENSDARG00000015611
	ENSDARG00000092623
cdc123	ENSDARG00000075025
adora2b	ENSDARG00000002533
tkfc	ENSDARG00000062085
	ENSDARG00000068846
	ENSDARG00000096999
zbtb40	ENSDARG00000091762
ptp4a1	ENSDARG00000006242
gpr27	ENSDARG00000006607
gfra1a	ENSDARG00000099732
nrg3b	ENSDARG00000089766
	ENSDARG00000094419
dtnba	ENSDARG00000077694
aftpha	ENSDARG00000069249
rex1bd	ENSDARG00000073867
si:dkeyp-73d8.9	ENSDARG00000076043
	ENSDARG00000093336
foxo1b	ENSDARG00000061549
prok2	ENSDARG00000091616
pank1a	ENSDARG00000008192
	ENSDARG00000092750
	ENSDARG00000102499
	ENSDARG00000095678
	ENSDARG00000096697
	ENSDARG00000097185
ccdc174	ENSDARG00000023858
sgk1	ENSDARG00000025522
	ENSDARG00000095339
si:dkey-40c11.2	ENSDARG00000032482
cox7a1	ENSDARG00000069464
mrm2	ENSDARG00000075368
taar16f	ENSDARG00000116273
klf2a	ENSDARG00000042667
mrps28	ENSDARG00000041538
scfd2	ENSDARG00000040005
	ENSDARG00000092162
GDF7	ENSDARG00000042784
TXNRD2	ENSDARG00000094470
	ENSDARG00000093548
tnika	ENSDARG00000056218
zgc:194207	ENSDARG00000097799
	ENSDARG00000075332
	ENSDARG00000110304
fkbp7	ENSDARG00000010962
scn2b	ENSDARG00000101713
vdrb	ENSDARG00000070721
trip11	ENSDARG00000078381
bida	ENSDARG00000069290
	ENSDARG00000112360
txnrd2.2	ENSDARG00000075923
eif2d	ENSDARG00000012929
	ENSDARG00000094658
dhx16	ENSDARG00000013150
	ENSDARG00000094999
	ENSDARG00000097641
	ENSDARG00000093013
sybl1	ENSDARG00000030775
sdr16c5a	ENSDARG00000016233
dctn3	ENSDARG00000041363
si:ch73-236c18.9	ENSDARG00000099421
naa20	ENSDARG00000039493
zbtb2b	ENSDARG00000028086
gpr185b	ENSDARG00000036560
tor3a	ENSDARG00000079308
aoc1	ENSDARG00000061355
si:ch73-335m24.2	ENSDARG00000074285
	ENSDARG00000098461
rreb1a	ENSDARG00000063701
	ENSDARG00000097133
inpp5e	ENSDARG00000103926
	ENSDARG00000071819
hsd17b12a	ENSDARG00000015709
ewsr1a	ENSDARG00000020258
med19b	ENSDARG00000009472
taar16g	ENSDARG00000111995
lhfpl5a	ENSDARG00000045023
wee2	ENSDARG00000012718
slitrk5b	ENSDARG00000074153
	ENSDARG00000089404
capn1b	ENSDARG00000052748
brinp2	ENSDARG00000014302
	ENSDARG00000079074
rap1b	ENSDARG00000008867
zgc:172131	ENSDARG00000076269
g6fl	ENSDARG00000100809
PCDH8	ENSDARG00000102185
	ENSDARG00000008191
csk	ENSDARG00000067996
	ENSDARG00000098691
	ENSDARG00000097321
igfbp2b	ENSDARG00000031422
BBS9	ENSDARG00000079217
capn2b	ENSDARG00000055592
tspan4b	ENSDARG00000070391
srpk1b	ENSDARG00000031560
tafa3a	ENSDARG00000079446
si:dkey-28n18.9	ENSDARG00000097193
	ENSDARG00000097382
kif3a	ENSDARG00000087538
cnmd	ENSDARG00000100133
acp6	ENSDARG00000040064
chd7	ENSDARG00000075211
ahsa1b	ENSDARG00000100317
abcd3b	ENSDARG00000002947
	ENSDARG00000097777
cpa6	ENSDARG00000012013
pex16	ENSDARG00000058202
desi1a	ENSDARG00000033140
zgc:92313	ENSDARG00000040513
camk1ga	ENSDARG00000044526
cstf2	ENSDARG00000090788
	ENSDARG00000097610
ca6	ENSDARG00000056499
	ENSDARG00000097611
chrna10a	ENSDARG00000011113
elovl8b	ENSDARG00000057365
sucla2	ENSDARG00000005359
si:ch211-284e13.9	ENSDARG00000093214
zgc:111868	ENSDARG00000099060
	ENSDARG00000100647
	ENSDARG00000095981
ecsit	ENSDARG00000062834
pcolce2a	ENSDARG00000008450
tuba8l5	ENSDARG00000094466
igfbp5b	ENSDARG00000025348
barhl1b	ENSDARG00000019013
anxa13	ENSDARG00000013976
cadm2b	ENSDARG00000062633
	ENSDARG00000103003
fmn2b	ENSDARG00000061778
	ENSDARG00000093835
pi4kb	ENSDARG00000040111
srrm2	ENSDARG00000037965
nbeaa	ENSDARG00000070080
mmd2a	ENSDARG00000087446
	ENSDARG00000097045
	ENSDARG00000098482
vps41	ENSDARG00000063573
	ENSDARG00000105343
	ENSDARG00000100281
csnk2a2a	ENSDARG00000012818
	ENSDARG00000094803
unc5b	ENSDARG00000033327
rfx2	ENSDARG00000013575
si:ch211-11k18.4	ENSDARG00000087869
tmem184a	ENSDARG00000104538
cbln11	ENSDARG00000086654
arid1b	ENSDARG00000092503
	ENSDARG00000099597
pipox	ENSDARG00000055591
ube2wa	ENSDARG00000044923
	ENSDARG00000099691
e2f2	ENSDARG00000079233
fam91a1	ENSDARG00000003320
rchy1	ENSDARG00000016710
	ENSDARG00000103243
	ENSDARG00000109211
selenon	ENSDARG00000033616
si:dkey-222f2.1	ENSDARG00000043242
	ENSDARG00000096375
adam12b	ENSDARG00000079068
patl2	ENSDARG00000089567
ERBB4	ENSDARG00000089536
chrm3b	ENSDARG00000071298
rfx4	ENSDARG00000026395
sat1a.1	ENSDARG00000035652
il4	ENSDARG00000087909
ap5z1	ENSDARG00000078111
yipf2	ENSDARG00000021399
sh3bp1	ENSDARG00000078119
zgc:154142	ENSDARG00000100792
mafk	ENSDARG00000100947
apbb1	ENSDARG00000076560
eml3	ENSDARG00000058038
galnt6	ENSDARG00000014386
si:ch73-304f21.1	ENSDARG00000087407
fam171b	ENSDARG00000096271
nme3	ENSDARG00000100990
fus	ENSDARG00000037968
	ENSDARG00000094799
cbx7a	ENSDARG00000038025
znf106a	ENSDARG00000016651
si:ch73-248e21.7	ENSDARG00000096331
rps8b	ENSDARG00000057368
	ENSDARG00000095785
si:ch73-248e21.5	ENSDARG00000088283
	ENSDARG00000097452
rhbdl3	ENSDARG00000105190
foxk1	ENSDARG00000037872
plxnb2a.1	ENSDARG00000003811
psmg3	ENSDARG00000098391
	ENSDARG00000092335
	ENSDARG00000077290
rmnd1	ENSDARG00000027465
apoc2	ENSDARG00000092155
cpb2	ENSDARG00000037144
pde6b	ENSDARG00000011671
bcdin3d	ENSDARG00000074111
marchf7	ENSDARG00000057772
	ENSDARG00000096608
	ENSDARG00000097683
unc119.2	ENSDARG00000004459
igsf3l	ENSDARG00000104716
dpp3	ENSDARG00000020676
TNS1	ENSDARG00000020845
	ENSDARG00000092996
specc1	ENSDARG00000029480
	ENSDARG00000069934
	ENSDARG00000045752
IGSF9B	ENSDARG00000069467
	ENSDARG00000057403
	ENSDARG00000096312
cass4	ENSDARG00000006775
slc19a2	ENSDARG00000059712
dnajb5	ENSDARG00000052881
boc	ENSDARG00000074335
	ENSDARG00000098034
spef1	ENSDARG00000022007
	ENSDARG00000110600
CD109	ENSDARG00000060609
ikzf1	ENSDARG00000013539
zgc:172091	ENSDARG00000103058
	ENSDARG00000093449
otud7a	ENSDARG00000045556
sox4a	ENSDARG00000004588
lratd2a	ENSDARG00000032859
efhc1	ENSDARG00000009743
gpx2	ENSDARG00000089149
rhoga	ENSDARG00000068653
herc56.4	ENSDARG00000074052
	ENSDARG00000092388
sgpl1	ENSDARG00000061375
vti1a	ENSDARG00000045065
satb1a	ENSDARG00000057649
rnf128a	ENSDARG00000016867
	ENSDARG00000097174
rltgr	ENSDARG00000096533
si:ch211-63p21.8	ENSDARG00000105443
	ENSDARG00000096389
exoc3l1	ENSDARG00000051899
	ENSDARG00000091876
gfra1b	ENSDARG00000102564
slc16a1a	ENSDARG00000016963
negr1	ENSDARG00000021607
	ENSDARG00000095192
psmg2	ENSDARG00000035987
cops5	ENSDARG00000057624
enpp4	ENSDARG00000006877
timm9	ENSDARG00000043865
	ENSDARG00000068190
egf	ENSDARG00000052739
si:dkey-30e9.6	ENSDARG00000099361
aatf	ENSDARG00000025467
hif1al2	ENSDARG00000044550
msh2	ENSDARG00000018022
porcn	ENSDARG00000052558
alg11	ENSDARG00000031202
scap	ENSDARG00000018096
cybrd1	ENSDARG00000095577
rnpc3	ENSDARG00000011247
ANKDD1B	ENSDARG00000025866
SYT7	ENSDARG00000063568
	ENSDARG00000092738
	ENSDARG00000105109
EDNRB	ENSDARG00000053498
	ENSDARG00000091917
il20ra	ENSDARG00000032571
gtf2f2a	ENSDARG00000069910
ncoa6	ENSDARG00000071272
mnx2a	ENSDARG00000042106
mif4gdb	ENSDARG00000102578
rybpb	ENSDARG00000053459
nherf4b	ENSDARG00000055656
	ENSDARG00000097916
lsm12a	ENSDARG00000028848
poc5	ENSDARG00000059982
gatad2b	ENSDARG00000005834
	ENSDARG00000088301
pomk	ENSDARG00000003208
olah	ENSDARG00000058502
ehd4	ENSDARG00000054302
tmsb5	ENSDARG00000093886
calb2b	ENSDARG00000036344
rundc3ab	ENSDARG00000002546
ptprub	ENSDARG00000101081
si:ch211-282j22.3	ENSDARG00000010524
lhfpl6	ENSDARG00000004363
penka	ENSDARG00000004869
sfpq	ENSDARG00000011564
arl4aa	ENSDARG00000099918
	ENSDARG00000092829
nelfb	ENSDARG00000035505
pcbd1	ENSDARG00000031981
tram2	ENSDARG00000030092
capn5b	ENSDARG00000069748
lrch4	ENSDARG00000068258
hapln2	ENSDARG00000003903
calm1b	ENSDARG00000034187
tmtc2a	ENSDARG00000045753
rrm2	ENSDARG00000020711
si:ch211-264f5.6	ENSDARG00000079372
si:ch211-137a8.4	ENSDARG00000078748
	ENSDARG00000095912
aqp10b	ENSDARG00000058678
ints1	ENSDARG00000100419
akap12b	ENSDARG00000055678
coq8aa	ENSDARG00000020123
twsg1a	ENSDARG00000104244
msto1	ENSDARG00000024381
	ENSDARG00000076534
cnbpa	ENSDARG00000045776
gcshb	ENSDARG00000105187
shq1	ENSDARG00000058522
cbwd	ENSDARG00000004318
id3	ENSDARG00000054823
naa35	ENSDARG00000012378
HCN2	ENSDARG00000061665
	ENSDARG00000097298
chic1	ENSDARG00000053166
zfx	ENSDARG00000074453
	ENSDARG00000104850
CCDC172	ENSDARG00000039937
si:ch73-22o12.1	ENSDARG00000062831
	ENSDARG00000110403
	ENSDARG00000092740
rbis	ENSDARG00000097630
	ENSDARG00000114217
si:dkey-172j4.3	ENSDARG00000074183
sec11a	ENSDARG00000008936
	ENSDARG00000093398
ehd1b	ENSDARG00000014793
cdh7a	ENSDARG00000023542
fibpa	ENSDARG00000016058
sdhdb	ENSDARG00000030139
cyp3c4	ENSDARG00000070021
ppt2a.1	ENSDARG00000068840
plrg1	ENSDARG00000037283
	ENSDARG00000099707
kars1	ENSDARG00000103799
	ENSDARG00000104755
si:ch211-266g18.6	ENSDARG00000003381
myh7ba	ENSDARG00000076075
cdx4	ENSDARG00000036292
hmgb2a	ENSDARG00000029722
pls1	ENSDARG00000039272
fam167aa	ENSDARG00000067665
eif2s3	ENSDARG00000008292
rtkna	ENSDARG00000031345
	ENSDARG00000092225
ftr39p	ENSDARG00000079030
akt3a	ENSDARG00000104810
glceb	ENSDARG00000068981
nmba	ENSDARG00000068144
si:ch211-108d22.2	ENSDARG00000097615
	ENSDARG00000092989
	ENSDARG00000098225
	ENSDARG00000114356
PLEKHA7	ENSDARG00000062220
cyth4a	ENSDARG00000038011
si:ch211-153b23.4	ENSDARG00000077169
pabpc1a	ENSDARG00000017219
	ENSDARG00000092005
	ENSDARG00000090685
	ENSDARG00000095840
	ENSDARG00000093317
	ENSDARG00000097341
epha2a	ENSDARG00000017354
si:ch211-237i5.4	ENSDARG00000088833
higd1a	ENSDARG00000022303
	ENSDARG00000105319
mpc2b	ENSDARG00000024478
ankrd34bb	ENSDARG00000061641
cacna1fb	ENSDARG00000023683
slc20a1b	ENSDARG00000010641
	ENSDARG00000095778
ndfip1l	ENSDARG00000102367
gpalpp1	ENSDARG00000058287
rab8a	ENSDARG00000067920
ttf2	ENSDARG00000104105
	ENSDARG00000115614
kmt5ab	ENSDARG00000104114
rad17	ENSDARG00000018918
glrx3	ENSDARG00000098785
si:dkey-34d22.1	ENSDARG00000103181
gpr158a	ENSDARG00000077134
mrasb	ENSDARG00000062865
slc1a8a	ENSDARG00000104204
A1CF	ENSDARG00000002968
ddr1	ENSDARG00000078523
ntsr1	ENSDARG00000077577
	ENSDARG00000116838
galnt7	ENSDARG00000057303
	ENSDARG00000092372
rasd3	ENSDARG00000058464
	ENSDARG00000092433
aebp2	ENSDARG00000006038
sparc	ENSDARG00000019353
mrps34	ENSDARG00000057910
	ENSDARG00000059369
si:dkey-34d22.2	ENSDARG00000100379
	ENSDARG00000096904
mettl9	ENSDARG00000060001
	ENSDARG00000090721
pole3	ENSDARG00000008551
znf512	ENSDARG00000041910
cyp3c3	ENSDARG00000037873
jph3a	ENSDARG00000059534
ebf3b	ENSDARG00000091287
si:ch211-213a13.1	ENSDARG00000090600
tpt1	ENSDARG00000092693
zgc:165409	ENSDARG00000091385
alg6	ENSDARG00000017617
ca15b	ENSDARG00000040510
lmo7a	ENSDARG00000004930
cep57l1	ENSDARG00000002826
ADAMTS15	ENSDARG00000033544
cavin4a	ENSDARG00000038658
brms1lb	ENSDARG00000018047
bpnt2	ENSDARG00000058114
olfcg6	ENSDARG00000098546
gdf10a	ENSDARG00000095378
glcci1a	ENSDARG00000008503
	ENSDARG00000095919
edc3	ENSDARG00000051931
idh3g	ENSDARG00000023648
cog3	ENSDARG00000101999
sptlc2a	ENSDARG00000018976
fam78ba	ENSDARG00000063018
gtf2h1	ENSDARG00000026701
nags	ENSDARG00000077193
	ENSDARG00000076292
lipg	ENSDARG00000031044
	ENSDARG00000067859
ptgdsb.2	ENSDARG00000071626
ZBTB46	ENSDARG00000078191
zgc:172282	ENSDARG00000105059
	ENSDARG00000097447
pde6d	ENSDARG00000074892
	ENSDARG00000099799
gas2l3	ENSDARG00000045880
b4galnt2.2	ENSDARG00000070605
	ENSDARG00000096730
si:ch73-95l15.5	ENSDARG00000010782
tmem70	ENSDARG00000078773
bnip4	ENSDARG00000022832
arhgap23b	ENSDARG00000026840
bcan	ENSDARG00000099412
phf10	ENSDARG00000070084
si:ch211-245h14.1	ENSDARG00000041911
ippk	ENSDARG00000003446
atp2b4	ENSDARG00000044902
	ENSDARG00000103098
mhc1zja	ENSDARG00000074765
arpc5lb	ENSDARG00000035433
elocb	ENSDARG00000045359
wdr32	ENSDARG00000029600
mtmr6	ENSDARG00000016794
tmem170a	ENSDARG00000056628
COL12A1	ENSDARG00000019601
fam151b	ENSDARG00000020024
ppt2a.2	ENSDARG00000087596
	ENSDARG00000097099
senp8	ENSDARG00000019595
vps16	ENSDARG00000059902
	ENSDARG00000068397
	ENSDARG00000093639
elovl4a	ENSDARG00000006773
sephs1	ENSDARG00000058292
f13a1a.1	ENSDARG00000045453
pigg	ENSDARG00000038270
or70b1	ENSDARG00000079294
ift57	ENSDARG00000021022
	ENSDARG00000033953
ompb	ENSDARG00000032380
	ENSDARG00000090824
tomm40	ENSDARG00000092112
	ENSDARG00000096825
	ENSDARG00000100834
cxadr	ENSDARG00000043658
pebp1	ENSDARG00000042069
gpbar1	ENSDARG00000023302
urp1	ENSDARG00000093493
clip2	ENSDARG00000059596
scamp5b	ENSDARG00000040274
cyp3c2	ENSDARG00000037874
pdgfba	ENSDARG00000086778
dcaf17	ENSDARG00000074909
osbp2b	ENSDARG00000022772
XKR6	ENSDARG00000020443
dennd2da	ENSDARG00000058666
bach1a	ENSDARG00000062553
fam43a	ENSDARG00000043009
tnfa	ENSDARG00000009511
ARVCF	ENSDARG00000074329
bnc2	ENSDARG00000069989
HERC1	ENSDARG00000077901
tmem79a	ENSDARG00000071250
snx30	ENSDARG00000069601
	ENSDARG00000097261
zgc:113208	ENSDARG00000035610
clic2	ENSDARG00000010625
ccdc125	ENSDARG00000056477
mettl8	ENSDARG00000017359
cdc42ep1a	ENSDARG00000079549
DGKB	ENSDARG00000027724
	ENSDARG00000078151
stom	ENSDARG00000003835
	ENSDARG00000102923
atg12	ENSDARG00000069545
sez6b	ENSDARG00000079414
	ENSDARG00000103315
	ENSDARG00000028784
setd1a	ENSDARG00000060030
si:ch211-221j21.3	ENSDARG00000103294
nr4a3	ENSDARG00000055854
chd9	ENSDARG00000074498
paqr5b	ENSDARG00000052688
crygs2	ENSDARG00000041171
zgc:161969	ENSDARG00000041359
cited1	ENSDARG00000077769
usp2b	ENSDARG00000074120
tpp1	ENSDARG00000042793
lrtm2b	ENSDARG00000045811
	ENSDARG00000092351
zgc:152652	ENSDARG00000095281
dync2i1	ENSDARG00000076934
trmu	ENSDARG00000043734
	ENSDARG00000114771
znf592	ENSDARG00000060885
	ENSDARG00000092666
samm50	ENSDARG00000045814
	ENSDARG00000074072
lcmt2	ENSDARG00000000747
rp1l1a	ENSDARG00000089458
camk1da	ENSDARG00000074905
cfdp1	ENSDARG00000095086
	ENSDARG00000095133
atp1a3b	ENSDARG00000104139
	ENSDARG00000100249
il4i1	ENSDARG00000056804
	ENSDARG00000075206
usp46	ENSDARG00000045343
rnf122	ENSDARG00000102075
	ENSDARG00000093331
grip1	ENSDARG00000015053
ATG7	ENSDARG00000102893
	ENSDARG00000097212
olfcg1	ENSDARG00000104552
gprin3b	ENSDARG00000075043
zgc:171977	ENSDARG00000092885
gnl1	ENSDARG00000061789
	ENSDARG00000092683
si:ch211-233m11.1	ENSDARG00000074653
fhip2a	ENSDARG00000060168
C13H10orf53	ENSDARG00000069363
epg5	ENSDARG00000059846
psma6b	ENSDARG00000013966
cyp3c1	ENSDARG00000015575
stim1a	ENSDARG00000060723
si:ch211-266i6.3	ENSDARG00000086112
	ENSDARG00000112619
rbm46	ENSDARG00000079452
capns1b	ENSDARG00000013804
hexim1	ENSDARG00000036482
smim7	ENSDARG00000074848
	ENSDARG00000095667
ADAMTS8	ENSDARG00000058252
	ENSDARG00000095418
bcam	ENSDARG00000090190
sgk3	ENSDARG00000062460
	ENSDARG00000116284
	ENSDARG00000095155
	ENSDARG00000093385
	ENSDARG00000078324
	ENSDARG00000092606
ptp4a3b	ENSDARG00000054814
actc1c	ENSDARG00000076126
	ENSDARG00000023886
clk4a	ENSDARG00000089372
h6pd	ENSDARG00000060153
rmnd5b	ENSDARG00000043359
nfkbiaa	ENSDARG00000005481
	ENSDARG00000096873
CPAMD8	ENSDARG00000056530
nxpe3	ENSDARG00000061690
	ENSDARG00000095523
	ENSDARG00000057527
ppp3cca	ENSDARG00000014962
	ENSDARG00000104199
chp2	ENSDARG00000025788
mylkb	ENSDARG00000004753
	ENSDARG00000058254
	ENSDARG00000105627
	ENSDARG00000092080
pth2rb	ENSDARG00000021186
	ENSDARG00000093688
map4k3a	ENSDARG00000087742
	ENSDARG00000057284
slc12a10.2	ENSDARG00000071173
prkg1b	ENSDARG00000031702
pomt1	ENSDARG00000067670
ift56	ENSDARG00000012039
rab33ba	ENSDARG00000052290
gtf2e1	ENSDARG00000000542
extl3	ENSDARG00000026811
slc31a2	ENSDARG00000076092
bmper	ENSDARG00000101980
hoga1	ENSDARG00000018944
slc43a1b	ENSDARG00000037748
ppp1r42	ENSDARG00000057632
adra2a	ENSDARG00000040841
uchl3	ENSDARG00000030177
	ENSDARG00000094223
atp8b5a	ENSDARG00000062040
NAV2	ENSDARG00000001879
	ENSDARG00000105480
ptrh1	ENSDARG00000098206
insra	ENSDARG00000011948
	ENSDARG00000093803
spsb3a	ENSDARG00000077737
	ENSDARG00000097259
or70a12	ENSDARG00000018521
sema5bb	ENSDARG00000075648
	ENSDARG00000092571
	ENSDARG00000096009
fam20cl	ENSDARG00000060325
insm1a	ENSDARG00000091756
maneal	ENSDARG00000056450
si:dkey-9k7.3	ENSDARG00000089821
cpxm1a	ENSDARG00000073716
hykk.1	ENSDARG00000077610
c1qtnf4	ENSDARG00000024299
	ENSDARG00000099809
	ENSDARG00000079997
tbccd1	ENSDARG00000056886
	ENSDARG00000006863
	ENSDARG00000097333
	ENSDARG00000097372
wasa	ENSDARG00000015149
tektl1	ENSDARG00000054136
	ENSDARG00000094428
linc.pou2af1	ENSDARG00000097483
EP300	ENSDARG00000061108
slc16a12a	ENSDARG00000017773
tlcd4b	ENSDARG00000098224
ndufs8b	ENSDARG00000057055
micall2a	ENSDARG00000102366
dhx32b	ENSDARG00000079029
atpv0e2	ENSDARG00000059057
srpk1a	ENSDARG00000073997
	ENSDARG00000098603
atrnl1b	ENSDARG00000006420
mrpl48	ENSDARG00000035167
kdm4c	ENSDARG00000061504
	ENSDARG00000101555
grem2b	ENSDARG00000103092
dbx1b	ENSDARG00000001859
	ENSDARG00000096552
sertad2a	ENSDARG00000093412
	ENSDARG00000074161
EPS15L1	ENSDARG00000042670
	ENSDARG00000113219
rassf6	ENSDARG00000000804
dkk1b	ENSDARG00000045219
gsk3aa	ENSDARG00000029501
si:ch211-211k8.4	ENSDARG00000102839
slc24a2	ENSDARG00000042988
odad4	ENSDARG00000058140
hsd20b2	ENSDARG00000031336
lhfpl5b	ENSDARG00000056458
rimkla	ENSDARG00000016830
spryd4	ENSDARG00000023309
rbp7b	ENSDARG00000070486
sstr5	ENSDARG00000101655
si:dkey-60a16.1	ENSDARG00000037073
acbd4	ENSDARG00000027070
bcorl1	ENSDARG00000077912
pcm1	ENSDARG00000062198
rnd2	ENSDARG00000070735
ARHGAP21	ENSDARG00000104295
fam135a	ENSDARG00000059843
slc25a22a	ENSDARG00000020718
SDK1	ENSDARG00000078866
znf687b	ENSDARG00000019299
	ENSDARG00000100532
	ENSDARG00000104986
cmtr2	ENSDARG00000036345
rpsa	ENSDARG00000019181
large2	ENSDARG00000017058
	ENSDARG00000104677
chata	ENSDARG00000015854
atp5l	ENSDARG00000011841
lingo1b	ENSDARG00000035899
	ENSDARG00000098851
caprin1b	ENSDARG00000054272
map4k5	ENSDARG00000039125
si:dkey-46g23.5	ENSDARG00000008835
jam3b	ENSDARG00000061794
spata18	ENSDARG00000052343
	ENSDARG00000096542
	ENSDARG00000097682
arl11	ENSDARG00000036637
rsph3	ENSDARG00000043470
	ENSDARG00000093316
otx2a	ENSDARG00000030703
herc56.3	ENSDARG00000074136
gsna	ENSDARG00000011459
mapk10	ENSDARG00000102730
	ENSDARG00000095061
uts2r3	ENSDARG00000040816
si:ch211-141o9.10	ENSDARG00000077900
cpt1ab	ENSDARG00000062054
msrab	ENSDARG00000055270
fam117ab	ENSDARG00000079252
	ENSDARG00000093320
	ENSDARG00000095037
dld	ENSDARG00000020219
kcnj14	ENSDARG00000075914
mthfd1l	ENSDARG00000042221
or70a2	ENSDARG00000094235
	ENSDARG00000089193
	ENSDARG00000096793
tinagl1	ENSDARG00000061231
	ENSDARG00000098041
abce1	ENSDARG00000007216
crip2	ENSDARG00000070670
polrmt	ENSDARG00000101220
vwc2	ENSDARG00000076495
psme4a	ENSDARG00000087911
KCNH8	ENSDARG00000062640
	ENSDARG00000093135
si:ch211-168d23.3	ENSDARG00000086027
mffb	ENSDARG00000039203
mthfd1b	ENSDARG00000040492
or70a17	ENSDARG00000044343
	ENSDARG00000104428
adamtsl3	ENSDARG00000027903
	ENSDARG00000092944
si:busm1-57f23.1	ENSDARG00000074425
isg20l2	ENSDARG00000102266
tpm4b	ENSDARG00000019128
lrrk2	ENSDARG00000006169
loxl1	ENSDARG00000054451
prodha	ENSDARG00000086746
timm29	ENSDARG00000037909
ebpl	ENSDARG00000036636
hsd3b7	ENSDARG00000036966
	ENSDARG00000113582
	ENSDARG00000069692
slc28a1	ENSDARG00000060879
mid1	ENSDARG00000060482
akap11	ENSDARG00000075435
zgc:92380	ENSDARG00000041339
pelp1	ENSDARG00000079313
	ENSDARG00000105111
ran	ENSDARG00000057026
mgst3a	ENSDARG00000102744
tgoln2	ENSDARG00000102599
trpv6	ENSDARG00000014496
or70a3	ENSDARG00000044748
	ENSDARG00000074868
gja1a	ENSDARG00000071192
	ENSDARG00000097634
dhrs1	ENSDARG00000054300
ifi44e	ENSDARG00000056501
entpd2a.1	ENSDARG00000035506
cox14	ENSDARG00000092124
ikzf2	ENSDARG00000069111
riox1	ENSDARG00000067838
	ENSDARG00000093875
astn1	ENSDARG00000068323
slc25a23b	ENSDARG00000024708
si:dkey-82i20.2	ENSDARG00000095126
itga5	ENSDARG00000006353
chst2a	ENSDARG00000075007
	ENSDARG00000038052
	ENSDARG00000097347
gbgt1l1	ENSDARG00000025275
si:ch211-153b23.5	ENSDARG00000058206
ccdc85b	ENSDARG00000061543
	ENSDARG00000100571
phb2b	ENSDARG00000017728
tsr1	ENSDARG00000007744
	ENSDARG00000094304
or70a11	ENSDARG00000053813
htr2ab	ENSDARG00000058165
znf1085	ENSDARG00000101842
ccdc170	ENSDARG00000016161
rsrc2	ENSDARG00000042534
arhgap12a	ENSDARG00000008548
or70a4	ENSDARG00000035048
fgf22	ENSDARG00000076510
	ENSDARG00000091607
	ENSDARG00000095843
dmtf1	ENSDARG00000025824
npy2rl	ENSDARG00000089943
scamp2l	ENSDARG00000017010
	ENSDARG00000092592
kxd1	ENSDARG00000051934
zdhhc6	ENSDARG00000075721
osbpl9	ENSDARG00000069298
or70a13	ENSDARG00000105792
lrp2bp	ENSDARG00000040478
marchf2	ENSDARG00000061738
	ENSDARG00000096397
taok3a	ENSDARG00000060751
xxylt1	ENSDARG00000088799
cstf1	ENSDARG00000044820
	ENSDARG00000076255
znf207a	ENSDARG00000015538
rack1	ENSDARG00000041619
	ENSDARG00000099956
	ENSDARG00000096100
	ENSDARG00000095571
chaf1b	ENSDARG00000056473
	ENSDARG00000101163
cpsf2	ENSDARG00000028971
si:dkey-42i9.4	ENSDARG00000008049
taar19p	ENSDARG00000076345
cox4i2	ENSDARG00000022509
rgn	ENSDARG00000098645
	ENSDARG00000101352
homeza	ENSDARG00000054304
cpne4b	ENSDARG00000104254
	ENSDARG00000077697
alkbh3	ENSDARG00000045606
	ENSDARG00000116999
pbld	ENSDARG00000016704
snx25	ENSDARG00000099545
zgc:114130	ENSDARG00000040725
	ENSDARG00000060264
gucy2g	ENSDARG00000076776
si:ch211-222n22.1	ENSDARG00000097269
grk3	ENSDARG00000104094
cenps	ENSDARG00000070485
	ENSDARG00000033029
llph	ENSDARG00000055360
slc27a1b	ENSDARG00000104949
gxylt2	ENSDARG00000044191
	ENSDARG00000100356
	ENSDARG00000094374
cthrc1b	ENSDARG00000001971
	ENSDARG00000096950
lyrm7	ENSDARG00000079815
c6ast4	ENSDARG00000052578
snphb	ENSDARG00000075539
slc2a13b	ENSDARG00000076899
pkhd1l1.2	ENSDARG00000040004
plxnb2a.2	ENSDARG00000077090
	ENSDARG00000052609
pax1b	ENSDARG00000073814
slc24a4b	ENSDARG00000067509
	ENSDARG00000109828
ago3b	ENSDARG00000063079
shoc2	ENSDARG00000040853
sf3a3	ENSDARG00000100114
	ENSDARG00000112669
pidd1	ENSDARG00000074626
zgc:153935	ENSDARG00000036888
	ENSDARG00000104364
si:ch211-105j21.9	ENSDARG00000097845
ptpn2b	ENSDARG00000035986
dipk2aa	ENSDARG00000012816
zgc:162698	ENSDARG00000074967
tbc1d10b	ENSDARG00000078604
agmo	ENSDARG00000025595
leng8	ENSDARG00000076805
tecta	ENSDARG00000059558
prmt2	ENSDARG00000063212
sycp1	ENSDARG00000003904
enkur	ENSDARG00000031248
nkapd1	ENSDARG00000016724
